StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q1,Q85,Q86,Q87,Q88,Q88_4_TEXT,Q89,Q89_4_TEXT,Q90,Q90_6_TEXT,Q92,Q92_6_TEXT,Q148,Q148_6_TEXT,Q151,Q151_6_TEXT,Q149,Q150,Q2,Q4_1,Q93,Q94_1,Q95,Q96_1,Q97,Q98_1,Q99,Q100_1,Q101,Q102_1,Q103,Q104_1,Q105,Q106_1,Q107,Q109,Q108_1,Q110,Q111,Q112_1,Q116,Q117_1,Q118,Q119_1,Q120,Q121_1,Q122,Q123_1,Q124,Q125_1,Q126,Q127_1,Q128,Q129_1,Q130,Q131_1,Q132,Q133_1,Q134,Q135_1,Q136,Q137_1,Q138,Q139_1,Q140,Q141_1,Q142,Q143_1,Q144,Q145_1,Q146,Q147_1
2025-04-08 23:29:40,2025-04-08 23:57:49,IP Address,109.239.43.17,100,1689,True,2025-04-08 23:57:50,R_894ggBI6pDqJYs4,,,,,48.8582,2.3387,anonymous,EN,Келісемін,18-25,Орта білім (Мектеп),Айтпауды жөн көремін,Қазақ,,Қазақ,,"Қазақ,Басқа (көрсетіңіз)",Қазақ пен орыс тілдерде сөйлеймін,Басқа (көрсетіңіз),Неміс…,"Қазақ,Орыс",,Басқа (көрсетіңіз),"Неміс тілді себебі неміс тілді оқытамын мектепте, бірақ үйде үнемі қазақша сөйлеймін, достармен көбісінде орысша",Үнемі қолданамын,Үнемі қолданамын,"Бұл өте әдепсіз және құрметсіз іс, әйелдің үйіне сұрансыз кіру дегені",Күштілеу,Бақыт,Өте күшті,шын айтсам ойыма ештене келмей тур,Орташа,Мүмкін басқалардың да өзімнің де күтімдерін ақтарған жоқпын деген ой болар еді,Күштілеу,Ашулану,Өте күшті,Алғыс,Күштілеу,Қорқыныш,Өте күшті,"Ренжу ",Күштілеу,"Мүмкін ұят бірақ білмеймін шынымен айтсам, ондай іс қолынан келе алатын адамдар осыған ұқсас жағдайда “ мәәә жақсырақ ұрласам немесе жықсырақ жалған айтсам ше онда білмес еді басқалары” деген өкініш сезінеді",,Орташа,,"Білмеймін, адам енді әр түрлі болады. Әдейі көшірсе, онда жоғары балл туралы қуанышты болар еді, білмеймін досы ренжіп қойса, онцқ проблемасы. Өмір деген осы. Басқалары адал еңбек істесе, ол мақсатынды атқарады дегеніне ешкім және еш нәрсе гарантия бермей алады. Аружан ше енді басқа жол тапты жақсы бағаны алу үшін, тоже жаман емес. Көшіру ол да өнер",Әлсіздеу,"Неге әйел ғана, күйеуі де бар болса?😭 Енді ойлану керек қой басқа қауіпті елге көшуге дейн. Бйлмеймін өкініш қорқыныш мүмкін",Өте күшті,"Балама жақсырақ көру керек деген ой. Бір эмоцияны айта алмаймын, мен жаман ана деген ұят өкініш әлдеқайда өзіне ашулану мен жек көру ояна бастайды",Өте күшті,Ұят,Өте күшті,Өте көп реніш ашулану. Кешіріңіз реніш пен ашуланудан басқа менде басқа атайтын эмоциям жоқ😭,Күштілеу,"Алғыс, лайық",Өте күшті,"Кінәсін сезіп отырса тым жақсы ",Өте күшті,Мүмкін қызарып кетті ұяттан,Күштілеу,😭😭😭😭😭😭😭😭😭,Өте күшті,Өкініш,Өте күшті,"Білмеймін. Эмоция жоқ, барып контейнерді жуып немесе таста ",Орташа,Не знаю,Өте күшті,"Не эмоция болу керек осы ситуацияда біомеймін. Мүмкін эххх көбірек ақшсам болса сатып алар едім барлық косметиканы деген депрессиялық ой ",Өте күшті,"Капец. Енді оның кінәсі емес бірақ осыған дейін басынды жараған бала туралы мысалға секілді эмоциялары ",Өте күшті,О құдай білмеймін,Орташа,жеңілдік,Өте күшті,..,Әлсіздеу
2025-04-07 00:18:32,2025-04-09 00:13:53,IP Address,213.232.244.1,100,172521,True,2025-04-09 00:13:54,R_3nI2dpGgo8F8Ir7,,,,,51.1876,71.4491,anonymous,EN,Келісемін,18-25,Орта білім (Мектеп),Ер,Қазақ,,Қазақ,,"Ағылшын,Қазақ,Орыс",,"Ағылшын,Орыс",,"Ағылшын,Орыс",,Орыс,,Үнемі қолданамын,Жиі қолданамын,"қорқыныш, ұят",Күштілеу,қуаныш,Өте күшті,ашудың алдыңғы эмоция,Күштілеу,көңілі бұзылған,Күштілеу,ашу,Өте күшті,ризашылық,Күштілеу,қорқыныш,Күштілеу,өкініш,Күштілеу,down,,Күштілеу,,"келесі рет те дайындамау керек, мен молодецпін",Күштілеу,мен топаспын,Күштілеу,мен топаспын,Күштілеу,лекцияңды көтіңе қыс,Күштілеу,down,Күштілеу,"мақтаныш, қуаныш",Күштілеу,әйелімді құрметтеу керек едім,Күштілеу,"бұл менің кесірім емес, маған срочно керек болды",Күштілеу,түсінбедім,Өте күшті,down,Күштілеу,disgust,Күштілеу,өкініш,Күштілеу,мен молодецпін,Күштілеу,"өкініш, мен жаман анамын",Күштілеу,түсінбедім,Өте күшті,"енді мен түсіндім, барлығы жақсы болады",Күштілеу,down,Күштілеу
2025-04-09 12:27:09,2025-04-09 12:41:41,IP Address,87.255.216.88,100,871,True,2025-04-09 12:41:41,R_4ElEVOMu2qBQVW1,,,,,51.1876,71.4491,anonymous,EN,Келісемін,18-25,Ресми білімі жоқ,Әйел,Қазақ,,Қазақ,,"Ағылшын,Қазақ,Орыс",,Орыс,,"Ағылшын,Қазақ,Орыс",,Орыс,,Жиі қолданамын,Жиі қолданамын,қорқыныш,Күштілеу,қуаныш,Күштілеу,мұң,Орташа,мұң,Күштілеу,ашу,Орташа,"қуаныш, сүйіспеншілік",Күштілеу,қорқыныш,Күштілеу,мұң,Орташа,өкіну,,Күштілеу,"мұң, өкініш",,Күштілеу,"қорқыныш, стресс",Өте күшті,қайғы,Күштілеу,"мұң, ұялуы",Күштілеу,қайғы мұң,Күштілеу,қуаныш,Күштілеу,а,Орташа,білмеймін қазақша,Орташа,"қорқыныш, қайғы",Күштілеу,сюрприз,Орташа,жиіркеніш,Күштілеу,қайғы,Өте күшті,өкініш,Орташа,қайғы,Күштілеу,өкініш,Орташа,қуаныш,Күштілеу,мұң,Күштілеу
2025-04-09 14:08:47,2025-04-09 14:26:22,IP Address,185.48.148.174,100,1054,True,2025-04-09 14:26:24,R_8EoHjIPeuPbgXNW,,,,,51.1876,71.4491,anonymous,EN,Келісемін,18-25,Орта білім (Мектеп),Ер,Қазақ,,Қазақ,,"Ағылшын,Қазақ,Орыс",,"Қазақ,Орыс",,Қазақ,,Қазақ,,Жиі қолданамын,Үнемі қолданамын,Үрей,Күштілеу,Қуаныш,Өте күшті,Жақтырмау,Әлсіздеу,Өкініш,Өте күшті,Ашу,Күштілеу,Ұялу,Орташа,Қорқыныш,Өте күшті,Күрсіну,Күштілеу,Ұялу,,Күштілеу,Ұялу,,Күштілеу,Өкініш,Күштілеу,Өкініш,Күштілеу,"Таң қалу ",Күштілеу,Көңіл күйі түсуі,Өте күшті,Мақтаныш,Күштілеу,Өкініш,Өте күшті,Ұялу,Күштілеу,Күрсіну,Күштілеу,Жылау,Өте күшті,Жиіркену,Орташа,Өкініш,Өте күшті,Мақтаныш,Әлсіздеу,Өкініш,Күштілеу,Ұялу,Орташа,Қуаныш,Орташа,Жиіркену,Әлсіздеу
2025-04-09 14:17:00,2025-04-09 14:38:51,IP Address,5.63.114.131,100,1310,True,2025-04-09 14:38:52,R_1fUIxKCcFglxyY7,,,,,51.1876,71.4491,anonymous,EN,Келісемін,26-35,Магистр дәрежесі,Әйел,Басқа (көрсетіңіз),"қазақ, ағылшын",Қазақ,,"Ағылшын,Қазақ,Орыс,Түрік",,"Ағылшын,Қазақ",,"Ағылшын,Қазақ",,Басқа (көрсетіңіз),"қазақ, ағылшын, орыс",Жиі қолданамын,Үнемі қолданамын,"менің ойымша барлығы ер адамдардың әйелмен таныстық және жақындық деңгейіне байланысты. Алғаш ойыма туыстық қатынасы бар ерлер келгендіктен, ""қуаныш"" деп белгілеймін.",Күштілеу,Қуаныш және шаршау,Күштілеу,"Мағжан - немқұрайлық, ал оның досы керексіздік сезеді",Орташа,шарасыздық,Өте күшті,Ашу,Өте күшті,"""Алғыс"" дер едім, бірақ ондай эмоция болмағандықтан, достыққа қанағаттану сезімі деген жауап беруді жөн көремін.",Өте күшті,Қорқыныш,Күштілеу,Мұң,Өте күшті,,ұят,Өте күшті,,немқұрайлық,Орташа,өкініш (әлбетте егер көшу оның жеке шешімі болмаса),Күштілеу,"қорқыныш, артынан өкінеді деп ойлаймын",Күштілеу,"қызығушылық, себебі балалар көп жағдайда салыстырғанда және өзі көрмеген жайттарды елестеткенді ұнатады",Күштілеу,"менің басымнан дәл осындай жағдай өткенде, бәрінің зая екенін сезгем. Сол себептен, жауабым ""әлсіздік""",Өте күшті,"немқұрайлық. Себебі шаршаған, қажыған қызметкерлерге мақтау сөз емес, қаржылай марапат және/немесе жақсы пассивті демалыс қажет",Өте күшті,өзіне деген ашу сезімі,Орташа,"Ұят. Бәлкім, ол амалы болмағандықтан, ерекше күтімді қажет ететін жандарға (өтініш, келесіде осылай жазыңыздар, себебі ""мүгедек"" сөзі қазақшада қазір теріс қабылданады) арналған әжетхананы қолданды. Ал артынан басқа адамдарды көргенде ұяла бастады.",Өте күшті,"Қимастық. ""Егер алдын алсам, бұндай жағдай болмас"" еді деп ойлау",Өте күшті,"Ашу. Тосын сыйларды жаным сүймейді. Оның үстіне, ертерек дайындалса, кешікпей, басқаның уақытын алмай да ұйымдастыруға болады.",Күштілеу,Жиіркеніш,Өте күшті,"Өкініш пен ыза. 
*""қатерлігін"" - осылай дұрысырақ болады.",Өте күшті,Қысқа мерзімді қуаныш пен тәуелдік,Күштілеу,Өкініш. Өзінің ақымақтығына ыза.,Күштілеу,"Жазасыздық. Себебі ешкім оны жазаламады немесе сөкпеді. Оның ойында, әркез басқалардың мүмкіндігі бары/жоғын пайдаланып, жеке пайда көру қалыпты жағдайға айналады.",Өте күшті,қанағаттану,Өте күшті,шарасыздық,Күштілеу
2025-04-09 13:01:59,2025-04-09 14:40:43,IP Address,87.255.216.85,100,5924,True,2025-04-09 14:40:44,R_9m2xxFsPlGeXdUW,,,,,51.1876,71.4491,anonymous,EN,Келісемін,26-35,Магистр дәрежесі,Әйел,Қазақ,,Қазақ,,"Ағылшын,Қазақ,Орыс",,"Ағылшын,Орыс",,"Ағылшын,Орыс",,Ағылшын,,Үнемі қолданамын,Кейде қолданамын,шок,Күштілеу,Эйфория,Өте күшті,Абдырасу,Әлсіздеу,Мұң,Өте күшті,Ашулану,Күштілеу,Алғыс,Өте күшті,Қорқыныш,Күштілеу,Түңілу,Күштілеу,,-,Орташа,ұят,,Орташа,қайғы,Күштілеу,Қорқыныш,Өте күшті,ө,Орташа,-,Орташа,-,Орташа,-,Орташа,-,Орташа,-,Орташа,-,Орташа,-,Орташа,-,Орташа,-,Орташа,-,Орташа,-,Орташа,-,Орташа,-,Орташа
2025-04-09 21:48:55,2025-04-09 22:31:03,IP Address,212.96.76.133,100,2527,True,2025-04-09 22:31:04,R_5mgvPF6Ssb9yjqx,,,,,51.1876,71.4491,anonymous,EN,Келісемін,18-25,Орта білім (Мектеп),Ер,Орыс,,Қазақ,,"Ағылшын,Қазақ,Орыс",,"Ағылшын,Орыс",,Орыс,,Орыс,,Жиі қолданамын,Жиі қолданамын,"Уайым, қорқыныш, мазасыздық",Күштілеу,Қуаныш,Өте күшті,Мақұлсіздік,Орташа,"Ұят, немесе көңіл қалу",Өте күшті,Ашу,Күштілеу,Риза,Күштілеу,Қорқыныщ,Өте күшті,Қайғы,Өте күшті,,Кінә,Күштілеу,Ұят,,Орташа,Аяусіздік,Өте күшті,Кінә,Күштілеу,Ұят,Орташа,Дәрменсіздік,Өте күшті,Қуаныш,Орташа,Ұят,Әлсіз,Масқара,Әлсіз,"Қайғы, немесе айып",Өте күшті,Ашу,Орташа,Жиіркеніш,Орташа,Ұят,Әлсіздеу,Рахат,Әлсіз,Өкініш,Күштілеу,Өкінішсіздік,Орташа,Қуаныш,Орташа,Қайғы,Орташа
2025-04-09 22:39:50,2025-04-09 22:49:39,IP Address,185.48.148.186,100,589,True,2025-04-09 22:49:40,R_4b2vPQqPNH1zgO4,,,,,51.1876,71.4491,anonymous,EN,Келісемін,18-25,Бакалавр дәрежесі,Әйел,Қазақ,,Қазақ,,"Ағылшын,Қазақ,Орыс",,"Ағылшын,Қазақ,Орыс",,"Ағылшын,Қазақ,Орыс",,Орыс,,Жиі қолданамын,Жиі қолданамын,ешқандай,Әлсіз,"қуаныш, экстаз",Өте күшті,немқұрайлылық,Орташа,"көңілі қалу ",Күштілеу,"ашу, ыза",Өте күшті,ризашылық,Өте күшті,"қорқыныш, үрей",Өте күшті,көңілі қалу,Өте күшті,"ұялу, өкініш",,Өте күшті,,ұят,Орташа,өкініш,Өте күшті,өкініш,Өте күшті,"ұят, ризашылық",Күштілеу,әлсіздік,Өте күшті,мақтаныш,Өте күшті,өкініш,Өте күшті,ыңғайсыздық,Орташа,алаңдау,Өте күшті,өкініш,Өте күшті,жиіркеніш,Орташа,дипрессия,Өте күшті,маркетингтің құрбаны болу,Орташа,өзін жек көру,Өте күшті,ұят,Күштілеу,"мақтаныш, жеңілдену",Өте күшті,дипрессия,Өте күшті
2025-04-10 20:11:14,2025-04-10 20:34:55,IP Address,37.99.2.73,100,1421,True,2025-04-10 20:34:56,R_1ETDhSCkxE86BCV,,,,,43.25,76.9167,anonymous,EN,Келісемін,18-25,Бакалавр дәрежесі,Әйел,Қазақ,,Қазақ,,Қазақ,,Қазақ,,Қазақ,,Қазақ,,Сирек қолданамын,Үнемі қолданамын,Ұят,Өте күшті,Қуаныш,Өте күшті,Ыңғайсыздық,Орташа,"Өкініш ",Өте күшті,Ашу,Өте күшті,"Ризашылық,алғыс сезімі",Өте күшті,Қорқыныш,Өте күшті,Қапалану,Орташа,,"Кінә,ұят",Өте күшті,,Ұят,Күштілеу,Өкініш,Өте күшті,Кінә,Күштілеу,Ұят,Өте күшті,"Шаршау, ашу-ыза",Өте күшті,Қуаныш,Өте күшті,Өкініш,Өте күшті,Ұят,Өте күшті,Қапалану,Өте күшті,Ұялу,Өте күшті,Жиіркену,Өте күшті,"Өкініш,кінә",Өте күшті,Қызығушылық?,Орташа,"Өкініш,кінә",Өте күшті,Ұят,Өте күшті,Қуаныш,Өте күшті,Қайғы,Өте күшті
2025-04-10 20:55:36,2025-04-10 21:08:13,IP Address,185.48.148.175,100,757,True,2025-04-10 21:08:14,R_1dWJPTNb06ShPjB,,,,,51.1876,71.4491,anonymous,EN,Келісемін,18-25,Бакалавр дәрежесі,Әйел,Қазақ,,Қазақ,,"Ағылшын,Қазақ,Орыс",,"Ағылшын,Қазақ,Орыс",,Ағылшын,,Орыс,,Жиі қолданамын,Кейде қолданамын,"Қорқыныш, үрей",Өте күшті,Қуаныш,Өте күшті,Жалығу,Әлсіздеу,Мұң,Өте күшті,Ашу,Өте күшті,Алғыс,Күштілеу,Үрей,Өте күшті,Реніш,Күштілеу,Кінә,,Күштілеу,Ұят,,Орташа,Күйзеліс,Өте күшті,Күйзеліс,Күштілеу,Кінә,Күштілеу,Мұң,Күштілеу,Мақтаныш,Күштілеу,Өкініш,Өте күшті,Ұят,Өте күшті,Күйзеліс,Өте күшті,Ұят,Өте күшті,Жиіркеніш,Күштілеу,Өкініш,Өте күшті,Ұят,Әлсіздеу,Өкініш,Өте күшті,Өкініш,Орташа,Қуаныш,Орташа,Шарасыздық,Өте күшті
2025-04-10 20:49:24,2025-04-10 21:14:35,IP Address,178.91.253.75,100,1510,True,2025-04-10 21:14:35,R_987zp4V5Boj9sTD,,,,,51.1876,71.4491,anonymous,EN,Келісемін,18-25,Орта білім (Мектеп),Әйел,Қазақ,,Қазақ,,"Ағылшын,Қазақ,Орыс,Басқа (көрсетіңіз)",Кәріс,"Ағылшын,Қазақ,Орыс,Басқа (көрсетіңіз)",Кәріс,Ағылшын,,Ағылшын,,Үнемі қолданамын,Үнемі қолданамын,Бүртүрлі сұрақ екен. Орташа есеппен алғандағы дәстүрлі саналы қазақтың әйелі деп және ер адамдар әйел адамға таныс кісілер деп есептесем ғана ұят деп жауап берер едім. Әцтпесе негізінен қорқыныш емес пе. Негізі бұл сұрақтарыңыз дұрыс құрасытырылмаған-ау. Болмағанда контекст беру керек еді.,Өте күшті,Қуаныш,Өте күшті,Ашу,Әлсіз,"Ұят, өкініш",Өте күшті,Ашу,Өте күшті,Разылық,Күштілеу,Қорқыныш,Өте күшті,"Көңілсіздік, көңілі қалу",Күштілеу,"Ұят, өкініш",,Өте күшті,,Ұят,Өте күшті,Өкініш,Өте күшті,"Өкініш, кінжілу",Өте күшті,"Ұят, тәубе",Күштілеу,Ұят,Күштілеу,"Қуаныш, мақтаныш",Күштілеу,Өкініш,Өте күшті,Ұят,Өте күшті,"Мынау сұрақты қазақ жазған ба? Гугл транслейтке салып қана жібере салған екен, түсінудің өзі қиын. Орысша, ағылшынша білмесем түк түсінбеуші едім.
Жауап: өкініш, кінә, қайғы
",Өте күшті,"Өкініш, ұят",Өте күшті,"Ашу, жиіркеніш",Орташа,"Өкініш, күйзеліс, ұят, қайғы",Өте күшті,Ұят,Орташа,"Өкініш, қайғы",Өте күшті,"Ұят, өкініш",Өте күшті,"Қуаныш, мақтаныш",Күштілеу,"Ашу, ұят, күйзеліс, қайғы, мұң",Өте күшті
2025-04-10 21:20:15,2025-04-10 21:51:33,IP Address,85.117.110.85,100,1878,True,2025-04-10 21:51:34,R_6c9qfAOuNVglY8V,,,,,51.1876,71.4491,anonymous,EN,Келісемін,18-25,Орта білім (Мектеп),Әйел,Қазақ,,Қазақ,,"Ағылшын,Қазақ,Орыс,Түрік,Өзбек",,"Ағылшын,Қазақ,Өзбек",,Ағылшын,,Ағылшын,,Жиі қолданамын,Жиі қолданамын,Өзіні ыңғайсыз сезінеді,Орташа,Қуаныш,Өте күшті,Бейжайлық,Әлсіздеу,Кінәлі,Өте күшті,Ашулану,Орташа,Риза болу,Күштілеу,Қорқу,Өте күшті,Көңілі қалу,Күштілеу,,Ұжданы қиналу,Күштілеу,,"Әділетсіздік ",Орташа,Өкіну,Өте күшті,Кінәлі,Өте күшті,Шүкіршілік,Орташа,Жабырқау,Күштілеу,Мақтаныш,Күштілеу,Бағалау,Орташа,Ұят,Орташа,Жанашырлық,Күштілеу,Өкіну,Күштілеу,Жағымсыздану,Әлсіздеу,Кінәлі,Өте күшті,Қызығушылық,Әлсіздеу,Кінәлі,Күштілеу,Әділетсіздік,Күштілеу,Қанағаттану,Күштілеу,Күйзеліс,Күштілеу
2025-04-10 22:09:10,2025-04-10 22:14:34,IP Address,185.48.148.184,100,323,True,2025-04-10 22:14:34,R_429lb8cAMcoAwE2,,,,,51.1876,71.4491,anonymous,EN,Келісемін,18-25,Бакалавр дәрежесі,Әйел,Қазақ,,Қазақ,,"Ағылшын,Қазақ,Орыс",,"Ағылшын,Қазақ,Орыс",,Қазақ,,Қазақ,,Кейде қолданамын,Сирек қолданамын,Ұялшақ,Орташа,Қуаныш,Күштілеу,Жайский,Әлсіздеу,Мұң,Орташа,Суық,Орташа,Жылы,Күштілеу,Нейтраль,Орташа,Суық,Орташа,,Суық,Орташа,Орташа,,Орташа,Мұң,Күштілеу,Жылы,Орташа,Уфф ия деу,Орташа,Иии,Орташа,Ррорро,Әлсіздеу,Оорр,Күштілеу,Ұрлакр,Күштілеу,Рроор,Орташа,Пиор,Әлсіз,Ргног,Күштілеу,Ешнелл,Күштілеу,Гннлг,Әлсіз,Реоео,Орташа,Огүггн,Күштілеу,Нгщгл,Күштілеу,Шеорп,Әлсіздеу
2025-04-10 20:12:51,2025-04-10 22:19:12,IP Address,37.99.38.101,100,7580,True,2025-04-10 22:19:13,R_8Kr4SBXNVYIMybT,,,,,43.25,76.9167,anonymous,EN,Келісемін,18-25,Бакалавр дәрежесі,Әйел,Қазақ,,Қазақ,,"Ағылшын,Қазақ,Орыс",,"Қазақ,Орыс",,"Қазақ,Орыс",,Қазақ,,Жиі қолданамын,Үнемі қолданамын,Ұялу,Орташа,Қуаныш,Өте күшті,Ұялу,Орташа,Қөңіл күйі түсіп кетті,Күштілеу,Ашу/реніш,Өте күшті,Разылық,Өте күшті,Қорқыныш,Өте күшті,Реніш,Өте күшті,Ұялу,,Өте күшті,Ұялу,,Күштілеу,Үрей,Өте күшті,Жанашарлық,Орташа,Шүкіршілік,Күштілеу,Күйіну,Өте күшті,Қуаныш,Өте күшті,Күйіну,Өте күшті,Қынжылу,Күштілеу,Реніш,Өте күшті,Ұялу,Орташа,Жиіркену,Орташа,Өкініш,Өте күшті,Рахаттану,Орташа,Өкініш,Өте күшті,Қуаныш,Өте күшті,Жеңілдік,Күштілеу,Қайғы,Күштілеу
2025-04-11 13:33:24,2025-04-11 15:13:11,IP Address,185.234.25.20,100,5986,True,2025-04-11 15:13:11,R_84Mfw2DxwnySklw,,,,,54.8735,69.1491,anonymous,EN,Келісемін,56+,Бакалавр дәрежесі,Ер,Орыс,,Қазақ,,"Қазақ,Орыс",,"Қазақ,Орыс",,"Қазақ,Орыс",,Орыс,,Мүлдем қолданбаймын,Мүлдем қолданбаймын,"    Неловкое ощущение
    -",Орташа,Радость,Өте күшті,Безразличие,Әлсіз,Огорчился,Әлсіздеу,Почувствовал досаду,Күштілеу,Благодарна,Күштілеу,Тревогу,Орташа,Огорчилась,Өте күшті,,Стыд,Өте күшті,Стыд,,Өте күшті,Раскание,Өте күшті,"Себя сщитала виновной , гедоглядела.",Өте күшті,Ему было стыдно.,Күштілеу,Стало обидно,Өте күшті,Удовлетворение,Өте күшті,Он понял свою ошибку по отношению к своей семье.,Өте күшті,"Он схитрил ,снаглел",Әлсіздеу,Жалость,Өте күшті,"Стыд за сво


Стыд",Күштілеу,Огорчегие,Өте күшті,"Безразличие , эгоизм 
",Өте күшті,Наглость,Өте күшті,"Досаду ",Өте күшті,Стыдт,Өте күшті,Удовлетворение,Күштілеу,Разочарование,Өте күшті
2025-04-11 13:33:38,2025-04-11 15:14:46,IP Address,185.234.25.20,100,6068,True,2025-04-11 15:14:47,R_2wKEeZjTMO8zhM5,,,,,54.8735,69.1491,anonymous,EN,Келісемін,56+,Бакалавр дәрежесі,Әйел,Орыс,,Қазақ,,"Қазақ,Орыс",,"Қазақ,Орыс",,Орыс,,Орыс,,Мүлдем қолданбаймын,Кейде қолданамын,"Үалам ",Күштілеу,"Қуанады ",Өте күшті,"Ұнамсыз ",Әлсіз,"Ренжіп калды ",Орташа,Разозлился,Күштілеу,"Алғыс айтты ",Күштілеу,"Қөрқты ",Күштілеу,"Реңжіды ",Өте күшті,"Ұят болды ",,Өте күшті,"Ұят болды ",,Күштілеу,"Өкінү ",Өте күшті,"Ренішке бату ",Өте күшті,Ұялу,Күштілеу,Көңілге алу,Күштілеу,"Қанағаттандыру ",Өте күшті,"Тұсінну ",Өте күшті,"Қулық істейді ",Орташа,"Аяныш ",Өте күшті,"Ұят ",Күштілеу,"Ренжу ",Өте күшті,"Қаігы ",Өте күшті,"Арсыздык ",Күштілеу,Кінә,Өте күшті,Ұят,Орташа,Куаныш,Өте күшті,Қөнілі калу,Өте күшті
2025-04-11 13:33:52,2025-04-11 15:35:05,IP Address,185.234.25.20,100,7272,True,2025-04-11 15:35:06,R_2pscmPYiGEzCcRb,,,,,54.8735,69.1491,anonymous,EN,Келісемін,56+,Бакалавр дәрежесі,Ер,Орыс,,Қазақ,,"Қазақ,Орыс",,"Қазақ,Орыс",,"Қазақ,Орыс",,Орыс,,Мүлдем қолданбаймын,Сирек қолданамын,Ұялып қаладі,Орташа,Өте қуанып қалады,Өте күшті,"Әр адамның, эмоциялары ерекше, оны түсініп, жай ғана смайлик жіберасалатын шығар.",Орташа,"Женгені дурысқой, әріптестеріңен ұялады ғой бірак спортта біреү женеді. ",Әлсіз,"Жәңгір бүл жағдайда ренжіп, ашуналады.",Күштілеу,Мадина досына оте риза болады,Өте күшті,Жалғыз келе жатқан кыз корқып кетеді,Өте күшті,Бүл жағдайда ренжіп калады,Өте күшті,,"Ұрлык жаман нәрсе, өзін жаман сезінеді",Өте күшті,Жаман ұяладі,,Өте күшті,"Өз баласын қаүпті жерге апарган үшін, күйеуне ренжиды",Өте күшті,Балан аяп жүреді,Өте күшті,Үялып калады,Өте күшті,Жанна өте ренжіп қалді,Өте күшті,"Командамүшелері өте қуанып, мақтаныш болді",Өте күшті,"Отбасына мәң бермегең үшің, қайғырып өз кінасін моиңдап калады",Өте күшті,Жаман үялып қаладі,Өте күшті,"Өзін орын табалмай, катты ренжіп кетті",Өте күшті,"Жәнібек үялып, не істерін білмей, өзің жаман сезінеді",Өте күшті,Жаман желқініп каладі,Өте күшті,"Өте қайғыға ьусіп, өзін кешіреадмй қадады",Өте күшті,Өте күанып калды,Өте күшті,Өзін кіналап кайғырып журежі,Өте күшті,Өткен заманды ойлап ұялады,Өте күшті,Өзін жаксы сезінді,Өте күшті,Айдана өз басына проблема тарты,Өте күшті
2025-04-07 15:41:40,2025-04-11 15:45:19,IP Address,149.27.215.192,100,345819,True,2025-04-11 15:45:20,R_7eWPNrwnabCqHyI,,,,,42.2994,69.606,anonymous,EN,Келісемін,36-45,Бакалавр дәрежесі,Әйел,Қазақ,,Қазақ,,"Қазақ,Орыс",,"Қазақ,Орыс",,"Қазақ,Орыс",,Қазақ,,Кейде қолданамын,Үнемі қолданамын,Орташа,Орташа,Өте күшті,Өте күшті,Орташа,Орташа,Әлсіздеу,Әлсіздеу,Күштілеу,Күштілеу,Орташа,Орташа,Қорқады,Орташа,Әлсіз,Әлсіз,,Ыңғайсыз,Әлсіз,Игнор,,Әлсіз,Кінәлі,Әлсіз,Әлсіз,Әлсіз,Жауапкершілік,Күштілеу,Әлсіз,Әлсіз,Күшті,Өте күшті,Ауыр,Әлсіз,Дұрыс емес,Орташа,Орташа,Әлсіздеу,Орташа,Орташа,Жиіркену,Күштілеу,"Кінәлі ",Күштілеу,Болмайды,Орташа,Дұрыс емес,Әлсіз,Орташа,Орташа,Күшті,Өте күшті,Әлсіз,Әлсіз
2025-04-11 16:08:29,2025-04-11 16:18:33,IP Address,185.151.41.100,100,604,True,2025-04-11 16:18:34,R_4U9zHm0kedqTElj,,,,,43.25,76.9167,anonymous,EN,Келісемін,18-25,Бастауыш білім,Әйел,Ағылшын,,Қазақ,,"Ағылшын,Қазақ,Орыс",,"Ағылшын,Қазақ,Орыс",,Қазақ,,Қазақ,,Жиі қолданамын,Үнемі қолданамын,Тусинбедим,Орташа,Бақыт,Өте күшті,Көңілсіз,Орташа,Жылау,Күштілеу,Ашу,Өте күшті,Мәһаббат,Орташа,Қорқыныш,Өте күшті,Өкініш,Күштілеу,Позор,,Өте күшті,,Беймарал,Орташа,Өкініш,Өте күшті,Ашу,Күштілеу,Беймарал,Орташа,Мұң,Өте күшті,Қуаныш,Өте күшті,Өкініш,Өте күшті,Ұят,Орташа,"Қайғыһ
",Өте күшті,Өкініш,Күштілеу,Беймарал,Әлсіз,Өкініш қайғы,Күштілеу,Өкініш,Орташа,Қайғы,Өте күшті,Бақыт,Орташа,Бақыт,Орташа,Мұң,Күштілеу
